round,accuracy,loss
0,0.1069,2.3048274728316294
1,0.5466,1.402171495594556
2,0.603,0.9037846424911595
3,0.7246,0.756692271443862
4,0.7367,0.6882722543764718
5,0.8328,0.49701918227763114
6,0.7885,0.5679932949663717
7,0.859,0.4238993465145932
8,0.8262,0.4531637471687945
9,0.8273,0.45157838867434974
10,0.831,0.44063105537921565
