round,accuracy,loss
0,0.1325,2.3072731917417504
1,0.1099,2.5002796710291997
2,0.3457,2.0459830776045593
3,0.5291,1.7942705471304399
4,0.6173,0.9986507175843927
5,0.7759,0.6315875211848488
6,0.6831,0.8526499746721002
7,0.6175,1.1194162670570085
8,0.6559,0.9144216436374036
9,0.5483,1.3660603248620335
10,0.6458,0.9899590573733366
