round,accuracy,loss
0,0.1018,2.306791818594631
1,0.4757,1.9152313682097424
2,0.6037,1.2833681242375434
3,0.5982,1.3327216075945505
4,0.7659,0.7024859963338587
5,0.6916,1.165470428104642
6,0.8028,0.6207954438426827
7,0.7607,0.8494810763793655
8,0.723,0.9378342534167857
9,0.7524,1.0768025140219097
10,0.7737,0.9729379883295373
