round,accuracy,loss
0,0.1084,2.304656064963039
1,0.5649,1.8155636063104943
2,0.5156,1.2639568432976929
3,0.5605,1.3704689182812655
4,0.6432,1.045233948321282
5,0.6806,1.1520344599892822
6,0.7307,0.8715714729284938
7,0.7675,0.7149301382559764
8,0.8473,0.42714453894126264
9,0.7719,0.7547649492191363
10,0.7995,0.659856562750249
