round,accuracy,loss
0,0.0799,2.3172636997850637
1,0.3834,2.0888941559610488
2,0.5136,1.3273046077052248
3,0.5951,0.9366548053825958
4,0.5651,1.3910389059706578
5,0.5803,1.2244152683245986
6,0.6936,0.8649622156650205
7,0.7083,0.810428365876403
8,0.7238,0.7576388135741029
9,0.7772,0.5938377950010421
10,0.7663,0.6351746505574335
