round,accuracy,loss
0,0.133,2.3015673492528217
1,0.3865,1.8570691528199594
2,0.583,1.1770488944234727
3,0.55,1.316604676880414
4,0.6199,0.9614594744730599
5,0.6273,1.0420338496377197
6,0.663,0.8567565868172464
7,0.7689,0.683235729796977
8,0.7258,0.7828778428367421
9,0.7758,0.6299870067004916
10,0.8272,0.4714812087484553
